,game_id,gamer_id,inDate,url,method,tableAndColumn
15,2319,ed72dc8b5f713ff4bbe2a2c263040179b67ad72ba4a4701685638eb977bef1c3,2021-12-29T23:24:32.857Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
16,2319,ed9058732029314c0d379cae9e47d712e5d252bcd6a5a7c4d7fd1d0e274d1cd8,2021-12-29T23:24:32.848Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
17,1572,f7933503e1b4961aab8e6ad2bc68ea69d618d88c4c5bbfc60397a3dfa1ec1c9e,2021-12-29T23:24:32.827Z,/data/gameinfo/v3.3/union,PUT,
18,953,88629f980bc12d85e78c7ab162b04fd0ae2a38bfb0c7594023e18bc944dcd65f,2021-12-29T23:24:32.777Z,/data/gameLog/v1.2/again,POST,
19,1913,28ad7bf4342702fee39fd681236bfb3fd6b5262fc3db25e1f9d09f3d211715b0,2021-12-29T23:24:32.662Z,/data/gameinfo/v3.1/union,POST,"[{'columns': ['a1Event', 'b1Type', 'c1Value', 'd1Amount'], 'tableName': 'Log'}]"
20,2097,3983efdb42b232eee53a005fc0be3bab193f3f4272d4951f0c1e9d6a35caa97f,2021-12-29T23:24:32.627Z,/data/rank/union/v1.3/b7ff5f20-51c0-11ec-8201-c1594a4e1456/gamer?gap=0,GET,
21,2393,7022929071fb67ecfd397f0e98fb228744c8ba99b2b412dc760154c65f786776,2021-12-29T23:24:32.616Z,/data/event/v2,GET,
22,2734,154e4572b09f41b868d9a77e8259d8267ab811fbde1b6e24876134a2ce551a23,2021-12-29T23:24:32.598Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Armor', 'critical_Damage', 'critical_Rate', 'damage', 'Hp'], 'tableName': 'PlayerStat'}]"
23,2326,5c2f10ca55d3772ae5c6716a4005b6eb569edb4e9d6a33e452819cfe015f2d47,2021-12-29T23:24:32.543Z,/data/gameinfo/v3.3/union,PUT,
24,1913,28ad7bf4342702fee39fd681236bfb3fd6b5262fc3db25e1f9d09f3d211715b0,2021-12-29T23:24:32.536Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Mission'}]"
25,2319,4f480f025998ee1b489351a5a2d6d805c43630095f3fa628849deb082a2a88aa,2021-12-29T23:24:32.519Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
26,1585,521f7041c6547d058fcdcd1fd057d66eca279beb59b1fe6657abc21757e6ce8a,2021-12-29T23:24:32.439Z,/data/gameLog/v1.2/%EA%B8%B0%ED%83%80%20%EC%95%84%EC%9D%B4%ED%85%9C%20%EC%A0%9C%EC%9E%91,POST,
27,2553,ccc7b2fb7a0be93cc38075eb80198bc8ebd0adc72df3047b45aa97ef2a28fe67,2021-12-29T23:24:32.439Z,/data/gameinfo/v3.2/union/Data?where=%7B%7D&limit=10&order=DESC,GET,
28,1908,04dacbf3021e4dabea9fecf78ed831563069b51c0d72131b7bdb48e97dfeef4d,2021-12-29T23:24:32.423Z,/data/gameLog/v1.2/ReceiveMail,POST,
29,2319,0b64e823ee55d9b5f53086f4db38c327fad81cbd2b73b99b78f1cba09df579ee,2021-12-29T23:24:32.399Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
30,2319,5863c40a94a1ff73eb7c213378e2f1d8f0ff8070626e3b81668a929e6250bf4c,2021-12-29T23:24:32.382Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Exp'], 'tableName': 'Growth'}]"
31,1908,9387ca2524d600c3a75739939a5e3d5142dc52b2d8c04d20896d8e6ba39b4f88,2021-12-29T23:24:32.373Z,/data/rank/union/v1.3/2cc3a1a0-20c4-11ec-85f4-3f4483eb9637?limit=100&offset=0,GET,
32,2319,b66534d017d79ae8d88067295d35b9a35e6fbd2de20d2fafd449d8565c28d9b7,2021-12-29T23:24:32.337Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
33,1913,ba61a212af982bfcdf55d8b45483a169c3fb419c3bed763e6777471e2710dac7,2021-12-29T23:24:32.308Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'DailyChip'}]"
34,2319,87f0c9fe2d80e6a54fb9203c9ef7320a6e12d9685e18f7d0af20dcfb50340b66,2021-12-29T23:24:32.291Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
35,2319,b627c6273def8aecf6fa3bfa99c769a047f282e30d5370fa978d290934ca1711,2021-12-29T23:24:32.282Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['dailyEnemyKillCount'], 'tableName': 'UserInfo'}]"
36,2319,91c00a883539377bf8b1dc0af0135aedd8fffbd667342805d7897a73029228db,2021-12-29T23:24:32.224Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['dailyEnemyKillCount'], 'tableName': 'UserInfo'}]"
37,2319,efb665739e575fac914f4c9a087bb1a3f7d284c4c823a0855c1fe06fe8fa4418,2021-12-29T23:24:32.162Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
38,2319,3db2f0dd91942d749acf45036deae4662e63af95474457e77a82f85695ea50d6,2021-12-29T23:24:32.152Z,/data/gameLog/v1.2/Normal,POST,
39,2319,2fdcbf58ff4a908514881b61203d087b31de8b6a6f07924588a633ac91fb6e37,2021-12-29T23:24:32.122Z,/data/rank/union/v1/68d8acb0-de81-11eb-9e66-25cb0ae9020d/gamer?gap=0,GET,
40,1529,4157205247e57e106c17ced671894c6f508139e0a99a0bca2639e2c2f3de1782,2021-12-29T23:24:32.114Z,/data/gameinfo/v3.1/union/rankTable/mine?inDate=2021-12-02T17:58:08.885Z&limit=1,GET,
41,1916,21e15bf7de35bd1e4685f2cb4cce9e2c4bd36af71d2a682993fbea5ac7783a5b,2021-12-29T23:24:32.096Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['dailyQuestCurValueDic'], 'tableName': 'achievement'}]"
42,2319,cf0a388b5a5e9def1d1413a3c7f72be0a3db27fe9dd011c180b61c472396cb47,2021-12-29T23:24:32.091Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
43,2553,ccc7b2fb7a0be93cc38075eb80198bc8ebd0adc72df3047b45aa97ef2a28fe67,2021-12-29T23:24:32.081Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Coin'], 'tableName': 'Data'}]"
44,1908,82695c395259f37da0364b41427e313f6f2a0e36556239c7cab174c3c4d340f4,2021-12-29T23:24:32.069Z,/data/rank/union/v1.3/a42c28e0-5e43-11ec-80a4-d75a5ea006c8/gamer?gap=0,GET,
45,1572,cf6da4c2c23d7229c30dceaf92f0291fa4ba143803d558b7603609cdaa093784,2021-12-29T23:24:32.047Z,/data/rank/union/v1.3/526bef30-5d68-11ec-80a4-d75a5ea006c8/gamer?gap=0,GET,
46,1916,cd623141cf0c493cb466fe9140062e34b4d63547d458635d2ee3b5501e78412e,2021-12-29T23:24:32.042Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['dia', 'energyBar'], 'tableName': 'player'}]"
47,2319,69212e97ae1eef7d18fc90b6581163322b852aad51ec2cf0590a50d1a5ca2691,2021-12-29T23:24:32.024Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
48,1572,05370246fad677f680bada5abf9950258700ebddb747e1e269c5aecd7284788f,2021-12-29T23:24:32.013Z,/data/gameinfo/v3.3/union,PUT,
49,2243,0824a66aad26d183bff9eb7100b23fee4017412eeb86526972a8202949d7723f,2021-12-29T23:24:31.986Z,/data/gameinfo/v3.3/union,PUT,
50,2319,c0c67338e2a057c5fcaf48fa56bf63c68103ada16519da40688537d264358c59,2021-12-29T23:24:31.978Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
51,1572,f931cd79f6b2c2b924b15e4cb0e0205c0ff79a84a4a6bc0770ca801ab62453e8,2021-12-29T23:24:31.974Z,/data/gameinfo/v3.3/union,PUT,
52,2319,5b63c7aef071276ed71453c2a0a20d783d665e6a4f4eb8b1b4ef84268a0fefb9,2021-12-29T23:24:31.965Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
53,2319,3a8d74c46d16f1acf22d11a4d19a3fa14c5fd3bb3ff2387e40f1943349111ca7,2021-12-29T23:24:31.947Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Exp'], 'tableName': 'Growth'}]"
54,1913,1e2ae4918532460360a5384c9feb00572184f637e06fa567be4acc7eca569530,2021-12-29T23:24:31.932Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Skills'}]"
55,1908,82695c395259f37da0364b41427e313f6f2a0e36556239c7cab174c3c4d340f4,2021-12-29T23:24:31.866Z,/data/rank/union/v1.3/2cc3a1a0-20c4-11ec-85f4-3f4483eb9637/gamer?gap=0,GET,
56,2097,bc39b51af87d3bef4c9ab5841d166f3e65b34fedeca94984c355a9d926dab857,2021-12-29T23:24:31.855Z,/data/rank/union/v1.3/8a27e610-50eb-11ec-8201-c1594a4e1456/gamer?gap=0,GET,
57,1585,22130b9dfb3d35d6e2837fc87f43a0e1b57edcf467d3803afd8bad11a699198a,2021-12-29T23:24:31.836Z,/data/rank/union/v1.1/044caf10-df0f-11eb-9e66-25cb0ae9020d,POST,
58,1913,11d2ad6e5f277a9b192cc8ca135ab4cbb2b53ac6a8d109df26d5721e5a9aa97a,2021-12-29T23:24:31.757Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Mission'}]"
59,1913,ba61a212af982bfcdf55d8b45483a169c3fb419c3bed763e6777471e2710dac7,2021-12-29T23:24:31.750Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Boxes'}]"
60,2319,5b63c7aef071276ed71453c2a0a20d783d665e6a4f4eb8b1b4ef84268a0fefb9,2021-12-29T23:24:31.736Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Exp'], 'tableName': 'Growth'}]"
61,1585,22130b9dfb3d35d6e2837fc87f43a0e1b57edcf467d3803afd8bad11a699198a,2021-12-29T23:24:31.714Z,/data/rank/union/v1.1/f72a1ac0-df0e-11eb-bc74-95875190be29,POST,
62,2734,e16c1bf6f352e1ae63983251356c7dd84ce23cf3e7979a6642974b4956c1dba4,2021-12-29T23:24:31.567Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Specificity_Json'], 'tableName': 'Specificity'}]"
63,1916,0b63e969abd390265f11e3635d37f5438c1f8da4dae0dec9b77f3611aeaa9797,2021-12-29T23:24:31.560Z,/data/rank/union/v1?rankType=user,GET,
64,1585,2b885c75bd394e2c7429122e0af5f5a4ac59c5f20c64f0d3337c9c994372e1e5,2021-12-29T23:24:31.546Z,/data/social/guild/v3/guildInDate/2021-09-09T23:50:40.152Z,GET,
65,1913,8e4c857669f04b308b8b8c148cf3f3d40af5b44408d88e03e630ac066840075a,2021-12-29T23:24:31.529Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Buffs'}]"
66,1999,4109caf14ade02cb5944ff4c78e8efe8553a99a6fd02ef88346c8fed6b2cfffb,2021-12-29T23:24:31.504Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['chargedJewelData', 'progress', 'val'], 'tableName': 'GameData'}]"
67,2319,3db2f0dd91942d749acf45036deae4662e63af95474457e77a82f85695ea50d6,2021-12-29T23:24:31.488Z,/data/gameLog/v1.2/Normal,POST,
68,2734,02bfc8253481149562427348d586a697e81938310406241b3d384f3fc88e9a71,2021-12-29T23:24:31.475Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['coverStone', 'Current_Swordsmanship', 'Exp', 'gold', 'Passive', 'spinel', 'swordsmanship_Level'], 'tableName': 'PlayerInfo'}]"
69,490,b45caecc752f6d2532906da4fd02b2835ec0851695c0b7d8f33aa21052043bac,2021-12-29T23:24:31.427Z,/data/gameInfo/v1.5/PlayerStatus/2021-12-28T19:11:44.509Z,PUT,
70,2319,02e89b9586c5a8dcb0824d3dc446bb1cca9a94ea2eab5e2490e7cc20b19515db,2021-12-29T23:24:31.418Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['dailyEnemyKillCount'], 'tableName': 'UserInfo'}]"
71,2319,676fcb8f0b00f8c652036e52d977b44d8e1e31ac81c53c4889e1411d2b5ae888,2021-12-29T23:24:31.376Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
72,2243,d33066ed1edb32cd9008f29f0adf7defabeb537033836d1fe55b615980777a1c,2021-12-29T23:24:31.373Z,/data/gameLog/v1.2/box_open_information,POST,
73,2319,0fe19bc654ae1429cc5cf01abbfe764d9c6748390835ff7fc9ab8eb153ecb982,2021-12-29T23:24:31.355Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['selectedSkillGroupId'], 'tableName': 'UserInfo'}]"
74,2319,3619d675db8d019e3444e2bc24604ea32207912a66e00520ba1ee091366776b1,2021-12-29T23:24:31.261Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
75,2097,01894d2ce3280416aedfc86b67cf404ba8d06a5e323860aef7830a52d258b053,2021-12-29T23:24:31.248Z,/data/rank/union/v1.1/8a27e610-50eb-11ec-8201-c1594a4e1456,POST,
76,1908,2ad3312f3117a59965be082065e7c395be4e1497a7df0b76e2e5def0cdfb76ce,2021-12-29T23:24:31.228Z,/data/gameinfo/v3.3/union/pvpPoint/mine?where=%7B%7D&limit=1,GET,
77,1482,6df5ca4d09b66fe2a5be651717d1435084afdd3f773dd031fb59e2ba849d61a7,2021-12-29T23:24:31.198Z,/data/gameLog/v1.1/GameConnectTimeData,POST,
78,1585,22130b9dfb3d35d6e2837fc87f43a0e1b57edcf467d3803afd8bad11a699198a,2021-12-29T23:24:31.198Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
79,1908,82695c395259f37da0364b41427e313f6f2a0e36556239c7cab174c3c4d340f4,2021-12-29T23:24:31.152Z,/data/rank/union/v1.1/c640f640-0317-11ec-819a-1f9278bf5ea3,POST,
80,953,8e6b984444466ad1579af800d920f6a8ae6cd1f0218f807e8d5c0788e657c814,2021-12-29T23:24:31.141Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['achievements', 'ad_count', 'attendance_check', 'attendance_count', 'attendance_level', 'attendance_reward', 'attendance_special_reward', 'attendance_time', 'auto_again_active', 'auto_again_setting', 'auto_again_stage', 'auto_again_time', 'best_stage', 'boss_count', 'diamond', 'free_diamond_ad_time', 'free_diamond_ticket', 'gold', 'gold_start_package', 'item_package_purchase', 'item_package_time', 'monster_count', 'notice_time', 'package_active', 'package_active_time', 'point', 'point_treasure_ticket', 'power', 'pvp_ad_time', 'pvp_end_time', 'pvp_point', 'pvp_ticket', 'pvp_time', 'review', 'save_gold_time', 'select_unit', 'start_package', 'total_again', 'total_stage', 'tresure_box_count', 'tresure_box_reward_time', 'upgrade_diamond', 'upgrade_gold', 'upgrade_point', 'user_compose_count', 'user_current_skin', 'user_experience', 'user_item', 'user_item_ad_time', 'user_item_time', 'user_level', 'user_quest_reward', 'user_quest_value', 'user_skill', 'user_skill_point', 'user_skin_list', 'user_skin_state', 'user_stage', 'user_unit'], 'tableName': 'user_info'}]"
81,1585,ca4ffc4a5957c39c661686dbc7cc3ba4db4c04a2131bb91b8c35b1c9b1ec0117,2021-12-29T23:24:31.132Z,/data/rank/union/v1/73922650-de2b-11eb-9e66-25cb0ae9020d/gamer?gap=0,GET,
82,2319,b28885256c466d69a9077bf018971739f00e317de1f391cdd4617027b9c222b5,2021-12-29T23:24:31.130Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission14'], 'tableName': 'DailyMission'}]"
83,2734,b95c5e4e13781e01e882ccdbbb8385a9b89226acfb73daa03ea4b4dd16546a4c,2021-12-29T23:24:31.104Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['coverStone', 'Current_Swordsmanship', 'Exp', 'gold', 'Passive', 'spinel', 'swordsmanship_Level'], 'tableName': 'PlayerInfo'}]"
84,2319,02e89b9586c5a8dcb0824d3dc446bb1cca9a94ea2eab5e2490e7cc20b19515db,2021-12-29T23:24:31.091Z,/data/rank/union/v1.1/68d8acb0-de81-11eb-9e66-25cb0ae9020d,POST,
85,2319,8e5fe901ef870c0f9ba65866ee95e1cb131864ef7f88f7e393a973fd65670442,2021-12-29T23:24:31.057Z,/data/rank/union/v1.1/68d8acb0-de81-11eb-9e66-25cb0ae9020d,POST,
86,1913,b1ac9f2e65f98b7a9a86b23452f6dcc17cad1fb420716a0abd47d1224af19c17,2021-12-29T23:24:31.034Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Stage'}]"
87,953,2492fe27bb5cd6efa9c1588aff0f3ffece3ffff47efb59dd6221db90366a6dbe,2021-12-29T23:24:31.018Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['diamond', 'gold', 'point', 'upgrade_diamond', 'upgrade_gold', 'upgrade_point', 'user_stage'], 'tableName': 'user_info'}]"
88,1913,b1ac9f2e65f98b7a9a86b23452f6dcc17cad1fb420716a0abd47d1224af19c17,2021-12-29T23:24:31.008Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'DailyGift'}]"
89,2326,45ed4f1bf3a762b7d2119f43f0191407d581a07422297d53962de34d4b83b211,2021-12-29T23:24:30.982Z,/data/gameinfo/v3.3/union,PUT,
90,2319,69212e97ae1eef7d18fc90b6581163322b852aad51ec2cf0590a50d1a5ca2691,2021-12-29T23:24:30.981Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
91,2319,5de9527e5b3744f462f2155e1afc709eb8c6f1e6a85e2f8a159aadb8877b023e,2021-12-29T23:24:30.925Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
92,2319,8e5fe901ef870c0f9ba65866ee95e1cb131864ef7f88f7e393a973fd65670442,2021-12-29T23:24:30.921Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
93,1913,51a147d5fca6db173425aa9798fff3113183ea98b89e586bd9ad4f99653d3626,2021-12-29T23:24:30.895Z,/data/gameinfo/v3.1/union,POST,"[{'columns': ['a1Event', 'b1Type', 'c1Value', 'd1Amount'], 'tableName': 'Log'}]"
94,2734,2f69ac01cd3fd6cf4ba7f27317373cce3c364d54168b6b2fddba5539d245e8e6,2021-12-29T23:24:30.881Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['coverStone', 'Current_Swordsmanship', 'Exp', 'gold', 'Passive', 'spinel', 'swordsmanship_Level'], 'tableName': 'PlayerInfo'}]"
95,1572,6601a7b6a059df12b42531b432fcc1c9f8773f36e7c038d34b558998a81c8775,2021-12-29T23:24:30.863Z,/data/gameinfo/v3.3/union,PUT,
96,2319,2fdcbf58ff4a908514881b61203d087b31de8b6a6f07924588a633ac91fb6e37,2021-12-29T23:24:30.862Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['killCountTotal3'], 'tableName': 'UserInfo'}]"
97,1916,0b63e969abd390265f11e3635d37f5438c1f8da4dae0dec9b77f3611aeaa9797,2021-12-29T23:24:30.854Z,/data/gameinfo/v3.1/union/pet/mine?where=%7B%7D&limit=1,GET,
98,2319,059bdc824bdfaf9c433451fe7f8d2c7b48b03607ea6864f12985b8c4b19a88f6,2021-12-29T23:24:30.832Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['exp1_new_new_new', 'exp2_new_new_new', 'gold1_new_new_new', 'gold2_new_new_new', 'yomul0_buff', 'yomul1_buff', 'yomul2_buff', 'yomul3_buff', 'yomul4_buff', 'yomul5_buff', 'yomul6_buff', 'yomul7_buff'], 'tableName': 'BuffTable'}]"
99,1585,b7d1c145965a1bf2801c336ff3c019b4009930b0c7e0534d4d83a8e5692e187d,2021-12-29T23:24:30.792Z,/data/rank/union/v1/ea949990-253e-11ec-8378-e107699e374c/gamer?gap=0,GET,
100,1572,f931cd79f6b2c2b924b15e4cb0e0205c0ff79a84a4a6bc0770ca801ab62453e8,2021-12-29T23:24:30.784Z,/data/gameinfo/v3.3/union,PUT,
101,380,c1fe543f0a8d3546f3f24a9529b8c8c344d6132ff99cf47ee64e4128b64c6755,2021-12-29T23:24:30.779Z,/data/chat/v2/channel/%EA%B8%B8%EB%93%9C,GET,
102,2319,059bdc824bdfaf9c433451fe7f8d2c7b48b03607ea6864f12985b8c4b19a88f6,2021-12-29T23:24:30.764Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Exp'], 'tableName': 'Growth'}]"
103,2097,a1ccf76d6fb4bc83453ff80c8de9f9d1e8443af2f39b8a63b14d6357b46cf0c9,2021-12-29T23:24:30.753Z,/data/gameinfo/v3.1/union,POST,"[{'columns': ['StageFloor'], 'tableName': 'GloryTowerStageData'}]"
104,1913,51a147d5fca6db173425aa9798fff3113183ea98b89e586bd9ad4f99653d3626,2021-12-29T23:24:30.752Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Mission'}]"
105,1773,398a44f3be58fb28b3bbc0ff3c0d55871e145e909dc17d521514273b89271165,2021-12-29T23:24:30.744Z,/data/rank/union/v1/ea0c75f0-5271-11ec-b547-91fa330a96c0,POST,
106,1529,df949730b3013e01838099a2d42fc796b1a0499b22205ce997a3e78aea736ed7,2021-12-29T23:24:30.720Z,"/data/gameinfo/v3.2/union/unitList?where=%7B%22owner_inDate%22:%7B%22operator%22:%22EQ%22,%22value%22:%222021-10-29T15:29:54.877Z%22%7D%7D&limit=10&order=DESC",GET,
107,1908,4d30df36c21f9d5fea27835c05a0d03e36a7d3e642425af20fa7f6f0afcbf7b8,2021-12-29T23:24:30.703Z,/data/probability/v1.2/100/3280,GET,
108,2319,455bbbbf61975fb6a2404c543d84324ee36204bedac7de127ff05df5509e7f98,2021-12-29T23:24:30.700Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
109,1773,398a44f3be58fb28b3bbc0ff3c0d55871e145e909dc17d521514273b89271165,2021-12-29T23:24:30.662Z,/data/gameinfo/v3.1/union/UserAuthority/mine?where=%7B%7D&limit=10,GET,
110,1529,df949730b3013e01838099a2d42fc796b1a0499b22205ce997a3e78aea736ed7,2021-12-29T23:24:30.652Z,/data/rank/union/v1/7cdc6420-4602-11ec-8773-596f7e58140b/user/score/3798,GET,
111,2326,210cf8643031c6dce5fca0b3a72dac2e3db8bd0f13886bf453e2f46c47533eb6,2021-12-29T23:24:30.620Z,/data/post/v3?limitForAdminPost=10&limitForUserPost=10,GET,
112,2319,083a810326bb6aacc11052c341375977dff935a850bcee63f8c3a760a8ba90d9,2021-12-29T23:24:30.620Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
113,1572,51f05e5b2f701369a013f2e4cd06e75310375e771e1401d08bd44e935b1bbbeb,2021-12-29T23:24:30.593Z,/data/gameinfo/v3.3/union,PUT,
114,1572,46ef011189495658271e82900710e3ae7d332aa275b80c22fbae8634084e5d9a,2021-12-29T23:24:30.578Z,/data/gameinfo/v3.3/union,PUT,
115,1572,46ef011189495658271e82900710e3ae7d332aa275b80c22fbae8634084e5d9a,2021-12-29T23:24:30.574Z,/data/gameinfo/v3.3/union,PUT,
116,2319,18f0d2563a0df3662f25e6924ef07bea017a459641d3d5bf26bfb0db00d1577c,2021-12-29T23:24:30.568Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
117,1913,605c6aa2fa7410ab3d1456c5901c8e4edfcf7526ed6a73469fb46dd58c9dd817,2021-12-29T23:24:30.550Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'DailyGift'}]"
118,2319,28acd7daf7c78aae1869d2e5c98136746c0ff0e500512075faf6ae5f075219b6,2021-12-29T23:24:30.544Z,/data/rank/union/v1.1/c1d70840-de7f-11eb-bc74-95875190be29,POST,
119,1585,4ef2b530c7c72248e9b07fbc7893bb720691b6d957a8a0f3a5f7aba2ea5bfeb1,2021-12-29T23:24:30.521Z,/data/gameLog/v1.2/%EA%B8%B0%ED%83%80%20%EC%95%84%EC%9D%B4%ED%85%9C%20%EC%A0%9C%EC%9E%91,POST,
120,1913,73fc6c0172484aa0964c5fbdfc55beebd11302d973b5b28e4e7a7565611d3f46,2021-12-29T23:24:30.498Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Mission'}]"
